[info] welcome to sbt 1.4.9 (Azul Systems, Inc. Java 1.8.0_322)
[info] loading settings for project madd-chisel-template-build-build-build from metals.sbt ...
[info] loading project definition from /Users/littlebear/Library/CloudStorage/OneDrive-Personal/大学/大二下/计算机组成原理/madd-chisel-template/project/project/project
[info] loading settings for project madd-chisel-template-build-build from metals.sbt ...
[info] loading project definition from /Users/littlebear/Library/CloudStorage/OneDrive-Personal/大学/大二下/计算机组成原理/madd-chisel-template/project/project
[success] Generated .bloop/madd-chisel-template-build-build.json
[success] Total time: 0 s, completed Jul 8, 2022 9:56:18 AM
[info] loading settings for project madd-chisel-template-build from metals.sbt,plugins.sbt ...
[info] loading project definition from /Users/littlebear/Library/CloudStorage/OneDrive-Personal/大学/大二下/计算机组成原理/madd-chisel-template/project
[success] Total time: 0 s, completed Jul 8, 2022 9:56:18 AM
[info] loading settings for project root from build.sbt ...
[info] set current project to madd-chisel-template (in build file:/Users/littlebear/Library/CloudStorage/OneDrive-Personal/大学/大二下/计算机组成原理/madd-chisel-template/)
[info] sbt server started at local:///Users/littlebear/.sbt/1.0/server/8efe73d674629d2e7105/sock
[info] started sbt server
[?2004h>....[0J
Multiple main classes detected. Select one to run:
 [1] cache.Cache1
 [2] cache.Cache1Tester
 [3] cache.Cache2
 [4] cache.Cache2Tester
 [5] cache.Cache3
 [6] cache.Cache3Tester
 [7] madd.MatrixAddition1
 [8] madd.MatrixAddition1Tester
 [9] madd.MatrixAddition2
 [10] madd.MatrixAddition2Tester
 [11] madd.MatrixAddition3
 [12] madd.MatrixAddition3Tester

Enter number: 2
[info] running cache.Cache1Tester 
Elaborating design...
tagBits: 21, indexBits: 7, offsetBits: 4
Done elaborating.
[[35minfo[0m] [0.000] SEED 1657245400900
[        142] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          48, tag:        0, index:    3, hit:  1, regNumHits:          51
[        143] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          48, tag:        0, index:    3, hit:  0, regNumHits:          52
[        144] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          64, tag:        0, index:    4, hit:  1, regNumHits:          52
[        145] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:          64, tag:        0, index:    4, hit:  0, regNumHits:          53
[        146] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:          80, tag:        0, index:    5, hit:  1, regNumHits:          53
[        147] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:          80, tag:        0, index:    5, hit:  0, regNumHits:          54
[        148] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:          96, tag:        0, index:    6, hit:  1, regNumHits:          54
[        149] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:          96, tag:        0, index:    6, hit:  0, regNumHits:          55
[        150] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         112, tag:        0, index:    7, hit:  1, regNumHits:          55
[        151] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         112, tag:        0, index:    7, hit:  0, regNumHits:          56
[        152] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         128, tag:        0, index:    8, hit:  1, regNumHits:          56
[        153] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         128, tag:        0, index:    8, hit:  0, regNumHits:          57
[        154] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  0, address:         144, tag:        0, index:    9, hit:  1, regNumHits:          57
[        155] regState:  2, request.fire():  0, response.fire():  1, writeEnable:  0, address:         144, tag:        0, index:    9, hit:  0, regNumHits:          58
[        156] regState:  0, request.fire():  1, response.fire():  0, writeEnable:  1, address:         160, tag:        0, index:   10, hit:  1, regNumHits:          58
[        157] regState:  3, request.fire():  0, response.fire():  1, writeEnable:  1, address:         160, tag:        0, index:   10, hit:  0, regNumHits:          59
